Time,Location,Magnitude,Depth,URL
2024-03-17 05:17:04.821,"44 km ESE of Tomioka, Japan",5.3,48.55,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjbp
2024-03-16 11:32:02.419,"134 km ENE of Kimbe, Papua New Guinea",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj83
2024-03-16 08:14:51.989,Macquarie Island region,5.9,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj77
2024-03-15 19:04:00.560,"46 km E of Tatsugō, Japan",5.0,15.778,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj1p
2024-03-15 18:32:50.046,"49 km E of Tatsugō, Japan",5.6,20.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj1l
2024-03-15 05:29:12.936,northern Mid-Atlantic Ridge,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miya
2024-03-15 05:15:10.651,northern Mid-Atlantic Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjzk
2024-03-15 05:10:24.786,northern Mid-Atlantic Ridge,6.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miy6
2024-03-15 04:00:06.954,northern Mid-Atlantic Ridge,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mixv
2024-03-14 23:14:35.701,"21 km E of Iwaki, Japan",5.6,44.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miuf
2024-03-14 11:06:47.754,"22 km ENE of Bileća, Bosnia and Herzegovina",5.4,16.067,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mirj
2024-03-14 07:46:21.266,southeast Indian Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mjtb
2024-03-14 06:10:34.219,"128 km WNW of Puerto, Chile",5.0,20.044,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miqd
2024-03-14 04:06:34.414,western Indian-Antarctic Ridge,5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mipe
2024-03-14 03:06:06.206,"109 km SE of Modisi, Indonesia",5.0,42.886,https://earthquake.usgs.gov/earthquakes/eventpage/us6000minz
2024-03-14 02:56:14.833,"111 km SE of Modisi, Indonesia",5.7,39.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000minw
2024-03-14 00:39:21.786,Banda Sea,5.0,169.876,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mimk
2024-03-13 23:13:22.779,"68 km ESE of Kimbe, Papua New Guinea",6.0,44.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000milg
2024-03-13 17:30:04.955,"84 km N of Camiña, Chile",5.3,108.901,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mijr
2024-03-12 18:41:03.502,Chagos Archipelago region,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4ub
2024-03-12 11:42:32.387,"90 km WSW of San Antonio, Chile",5.1,13.89,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4sw
2024-03-12 11:10:29.000,"126 km NE of Hihifo, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4ss
2024-03-11 11:47:16.887,"75 km WNW of Tamarindo, Costa Rica",5.0,16.18,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4m2
2024-03-11 04:33:55.388,west of Macquarie Island,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4kv
2024-03-10 20:35:08.680,"184 km ESE of Kimbe, Papua New Guinea",5.0,50.855,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4ja
2024-03-10 15:41:05.710,"132 km E of Neiafu, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4id
2024-03-10 11:05:02.993,"277 km ENE of Lospalos, Timor Leste",5.0,88.58,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4hd
2024-03-09 20:01:09.046,"239 km E of Levuka, Fiji",5.4,592.972,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4e2
2024-03-09 01:21:55.604,south of the Fiji Islands,5.3,596.425,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m486
2024-03-08 17:11:45.110,"103 km SE of Pondaguitan, Philippines",6.0,115.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m439
2024-03-08 11:52:52.642,"80 km NE of Sanana, Indonesia",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42h
2024-03-07 18:09:15.384,"223 km NNE of Nagqu, China",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ut
2024-03-07 18:06:30.797,"244 km NNE of Nagqu, China",5.6,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ur
2024-03-07 16:20:10.597,"78 km SW of Tamarindo, Costa Rica",5.6,9.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ud
2024-03-07 07:56:55.792,"178 km ENE of Tual, Indonesia",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3t3
2024-03-07 05:39:28.512,"64 km ENE of Kinablangan, Philippines",5.0,13.012,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3sh
2024-03-07 04:19:43.489,"47 km ENE of Kinablangan, Philippines",5.0,42.632,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3rt
2024-03-07 03:27:02.733,"30 km WSW of Lata, Solomon Islands",5.0,46.294,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3re
2024-03-07 01:17:26.991,"133 km NNE of Hihifo, Tonga",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3qr
2024-03-06 23:27:48.223,"206 km SE of Hihifo, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000migh
2024-03-06 05:10:05.518,south of the Fiji Islands,5.1,542.094,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3kb
2024-03-06 03:52:52.612,Macquarie Island region,6.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgyj
2024-03-05 21:59:21.001,southern East Pacific Rise,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m47e
2024-03-05 18:04:57.187,"57 km SE of Pangai, Tonga",5.3,30.433,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mguh
2024-03-05 12:20:14.814,"60 km NNW of Fannūj, Iran",5.1,38.577,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgt8
2024-03-05 10:07:32.232,"240 km NNE of Nagqu, China",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgsv
2024-03-04 21:01:16.372,"192 km ENE of Neiafu, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m465
2024-03-04 10:48:21.113,"224 km S of Bengkulu, Indonesia",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgkc
2024-03-04 02:08:32.755,Southwest Indian Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mghy
2024-03-04 00:16:53.995,Macquarie Island region,6.8,23.187,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mghc
2024-03-03 23:56:32.656,Easter Island region,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgha
2024-03-03 23:07:43.246,"111 km SSW of Pagar Alam, Indonesia",5.1,63.387,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgh3
2024-03-03 10:01:06.220,south of the Kermadec Islands,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgdt
2024-03-03 07:14:46.152,south of the Kermadec Islands,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgdc
2024-03-02 20:38:29.921,South Sandwich Islands region,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mgb3
2024-03-02 08:26:40.579,Fiji region,5.8,546.098,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg8a
2024-03-02 01:29:44.950,Owen Fracture Zone region,5.9,8.034,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg58
2024-03-01 17:29:02.868,"47 km E of Aras-asan, Philippines",5.4,42.374,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg1k
2024-03-01 15:06:36.257,"180 km ENE of Agats, Indonesia",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mg0v
2024-03-01 04:43:16.110,"22 km E of Ichinomiya, Japan",5.1,23.083,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfxd
2024-02-29 20:16:07.429,"109 km WNW of Malango, Solomon Islands",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfta
2024-02-29 18:28:55.288,"251 km W of Crescent City, California",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mft0
2024-02-29 17:22:19.798,"104 km SSW of Adak, Alaska",5.0,26.936,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfsl
2024-02-29 14:24:31.391,north of Severnaya Zemlya,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfs3
2024-02-29 08:23:58.202,"46 km E of Aras-asan, Philippines",5.4,18.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfqj
2024-02-29 08:10:12.174,"56 km E of Aras-asan, Philippines",5.1,14.569,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfqh
2024-02-28 23:50:21.854,"260 km W of Adak, Alaska",5.5,119.968,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mflq
2024-02-28 13:56:11.907,Macquarie Island region,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mfkb
2024-02-27 19:29:31.749,"39 km S of Kirakira, Solomon Islands",5.2,33.245,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1tz
2024-02-27 05:35:38.435,"12 km WNW of Puerto Morazán, Nicaragua",5.0,184.618,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1qy
2024-02-27 01:15:32.804,Owen Fracture Zone region,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1ng
2024-02-25 23:04:57.491,"77 km WSW of Pelabuhanratu, Indonesia",5.2,45.156,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1i9
2024-02-25 21:07:04.300,"79 km WSW of Pelabuhanratu, Indonesia",5.6,34.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1h8
2024-02-25 12:15:00.431,"130 km SSE of Kyzyl-Suu, Kyrgyzstan",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1fq
2024-02-25 07:29:42.139,"48 km SSE of Tari, Papua New Guinea",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1et
2024-02-25 05:57:41.904,"9 km W of El Realejo, Nicaragua",5.3,82.022,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1ea
2024-02-25 05:47:43.243,"10 km N of Port-Olry, Vanuatu",5.0,55.066,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1e8
2024-02-24 18:17:39.491,"136 km E of Yamada, Japan",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1b6
2024-02-24 15:34:33.177,"56 km NNW of Bandar Abbas, Iran",5.0,16.972,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1al
2024-02-24 08:51:21.349,"257 km NNE of Tobelo, Indonesia",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m199
2024-02-24 07:10:43.909,"216 km SE of Kushimoto, Japan",5.3,404.065,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m18g
2024-02-24 06:58:56.073,"131 km W of Aykol, China",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m18e
2024-02-23 15:46:26.679,"158 km SSE of Teluk Dalam, Indonesia",5.3,19.996,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m114
2024-02-23 15:32:34.410,"67 km NW of Fangale’ounga, Tonga",5.3,114.676,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m10z
2024-02-23 09:51:13.973,southern East Pacific Rise,6.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0zq
2024-02-23 03:25:42.694,Kuril Islands,5.1,44.275,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0we
2024-02-22 12:16:20.266,"81 km WSW of Kokopo, Papua New Guinea",5.2,165.742,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0pv
2024-02-22 07:55:21.520,south of the Fiji Islands,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0p8
2024-02-22 06:46:57.363,"88 km N of Sumenep, Indonesia",5.1,606.447,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0n3
2024-02-22 03:03:36.356,South Sandwich Islands region,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0m3
2024-02-21 22:07:35.712,"165 km WNW of Houma, Tonga",5.4,290.557,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0jz
2024-02-21 20:11:31.245,"182 km NW of Lorengau, Papua New Guinea",5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0jb
2024-02-21 12:31:44.982,south of the Fiji Islands,5.1,364.714,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0hp
2024-02-20 22:57:30.744,"84 km SSE of Yonakuni, Japan",5.0,21.152,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0cb
2024-02-20 18:58:10.471,"58 km E of Hami, China",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m0bs
2024-02-20 07:26:19.685,"142 km ENE of Puerto Baquerizo Moreno, Ecuador",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m096
2024-02-20 02:01:50.296,South Sandwich Islands region,5.1,20.92,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m083
2024-02-20 00:23:23.470,"33 km SSW of Chimbote, Peru",5.0,76.295,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m06g
2024-02-19 23:08:54.864,"290 km ENE of Lospalos, Timor Leste",5.0,144.671,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m063
2024-02-19 16:51:15.592,"12 km NNW of Chazuta, Peru",5.1,104.647,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m053
2024-02-19 16:47:40.771,"119 km ESE of Kokopo, Papua New Guinea",5.0,61.258,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m051
2024-02-18 16:57:52.613,Pacific-Antarctic Ridge,5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m04j
2024-02-18 15:29:20.068,"88 km W of Hihifo, Tonga",5.6,222.062,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzz2
2024-02-18 14:06:54.422,"177 km WNW of Hihifo, Tonga",5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzyu
2024-02-18 12:32:22.519,"131 km SE of Pangai, Tonga",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzyl
2024-02-17 04:47:29.448,"35 km SE of Port-Vila, Vanuatu",5.2,153.049,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzqy
2024-02-16 07:59:35.778,"100 km NNW of Coquimbo, Chile",5.0,9.519,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzib
2024-02-16 04:53:36.996,"13 km NW of Chancay, Peru",5.2,67.251,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzhj
2024-02-15 15:12:23.985,southeast Indian Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzck
2024-02-15 14:38:55.302,"68 km ENE of Loreto, Mexico",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzcc
2024-02-15 09:20:17.498,"184 km ENE of Neiafu, Tonga",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lzam
2024-02-15 08:10:25.667,"158 km SE of Ust’-Kamchatsk Staryy, Russia",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lza4
2024-02-15 07:26:55.142,Pacific-Antarctic Ridge,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz9s
2024-02-15 02:58:34.115,Vanuatu region,5.6,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz8a
2024-02-14 19:40:22.125,"171 km NNE of Colonia, Micronesia",6.0,14.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz5f
2024-02-14 14:53:58.474,"283 km SE of Kushimoto, Japan",5.2,372.322,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz3s
2024-02-14 12:42:28.005,South Sandwich Islands region,5.2,12.946,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz2w
2024-02-14 12:30:56.615,South Sandwich Islands region,5.7,23.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz2v
2024-02-14 09:31:41.819,"73 km WSW of Vallenar, Chile",5.8,28.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lz23
2024-02-14 03:13:14.443,"64 km SE of Kokopo, Papua New Guinea",5.1,62.664,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyzm
2024-02-13 22:30:02.278,"215 km ENE of Georgetown, Saint Helena",5.0,13.152,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lywv
2024-02-12 19:19:34.858,"Volcano Islands, Japan region",6.1,236.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lym6
2024-02-12 14:10:46.512,"26 km NW of Isangel, Vanuatu",5.0,120.486,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyjy
2024-02-12 12:11:09.428,central Mid-Atlantic Ridge,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyjh
2024-02-12 11:43:09.946,central Mid-Atlantic Ridge,5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyjc
2024-02-12 10:03:06.309,"64 km E of Union, Philippines",5.3,35.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyiz
2024-02-12 05:14:43.394,"63 km NW of Vallenar, Chile",5.4,33.936,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lyi6
2024-02-10 13:21:35.429,"1 km NNW of Salvacion, Philippines",5.4,50.159,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly7s
2024-02-10 11:22:06.930,"8 km W of Esperanza, Philippines",5.8,32.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly6w
2024-02-10 06:17:04.649,"182 km SSW of Camaná, Peru",5.0,19.533,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly4u
2024-02-10 04:06:31.660,"2 km SW of Pāhala, Hawaii",5.68,36.99,https://earthquake.usgs.gov/earthquakes/eventpage/hv74103036
2024-02-09 18:57:48.482,"Kermadec Islands, New Zealand",6.1,13.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxyv
2024-02-09 06:35:59.158,"57 km E of Loreto, Mexico",5.0,5.867,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxvl
2024-02-09 05:29:14.887,central Mid-Atlantic Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxv1
2024-02-09 04:01:44.491,"62 km ENE of Loreto, Mexico",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxuk
2024-02-08 03:33:36.620,"171 km WSW of Fakfak, Indonesia",5.2,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxlh
2024-02-07 12:05:03.974,"16 km SW of Claveria, Philippines",5.4,44.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxgr
2024-02-07 10:57:04.102,"53 km ESE of Aras-asan, Philippines",5.0,80.855,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxgd
2024-02-07 10:44:57.369,"46 km E of Aras-asan, Philippines",5.0,65.508,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxgc
2024-02-07 10:42:02.148,"24 km ENE of Lata, Solomon Islands",5.0,206.692,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxga
2024-02-07 10:04:53.438,"46 km SW of La Libertad, El Salvador",5.0,65.871,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxg3
2024-02-06 22:37:56.409,"0 km W of Bacolod, Philippines",5.1,52.252,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxbl
2024-02-06 21:53:19.290,"47 km SW of La Libertad, El Salvador",5.1,66.084,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxb4
2024-02-06 17:01:20.398,West Chile Rise,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lxa3
2024-02-06 03:04:08.975,"Volcano Islands, Japan region",5.1,184.339,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx5e
2024-02-05 22:39:37.204,Reykjanes Ridge,5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx34
2024-02-05 21:53:33.584,Reykjanes Ridge,5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx33
2024-02-05 21:53:14.479,Reykjanes Ridge,5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx2q
2024-02-05 16:30:50.309,"43 km E of Nishinoomote, Japan",5.0,38.302,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx1f
2024-02-05 15:29:28.646,"292 km E of Vao, New Caledonia",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ly0a
2024-02-05 15:26:31.613,"282 km E of Vao, New Caledonia",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx12
2024-02-05 08:52:22.869,"99 km E of Tuapejat, Indonesia",5.0,51.246,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lx01
2024-02-04 17:50:42.910,"158 km SW of Merizo Village, Guam",5.4,39.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwwh
2024-02-04 12:46:18.514,"92 km NNW of Neiafu, Tonga",5.1,83.417,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwv9
2024-02-04 07:30:53.186,"83 km W of Santiago de Cao, Peru",5.2,35.029,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwu4
2024-02-03 21:50:37.015,"100 km NNW of Neiafu, Tonga",5.1,84.075,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwqp
2024-02-03 21:45:37.202,"159 km NNW of Sola, Vanuatu",5.1,232.365,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwqn
2024-02-03 16:25:09.304,"135 km WNW of Tobelo, Indonesia",5.0,35.893,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwpf
2024-02-03 13:24:28.269,"8 km NW of Prague, Oklahoma",5.06,3.0,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024cish
2024-02-03 12:40:58.418,"235 km SSW of Yanglong, China",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lwm5
2024-02-02 05:35:39.226,"51 km E of Barcelona, Philippines",5.1,62.522,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lw1m
2024-02-02 02:14:40.757,"116 km NE of Hihifo, Tonga",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvzt
2024-02-01 15:45:38.911,"256 km SW of Merizo Village, Guam",5.0,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lvqi
2024-01-31 18:49:35.461,"264 km SW of Houma, Tonga",5.8,176.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv7d
2024-01-31 02:05:27.752,"157 km NW of Ternate, Indonesia",5.0,41.461,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lv28
2024-01-30 21:10:13.605,South Sandwich Islands region,5.1,102.026,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luz7
2024-01-30 06:27:41.948,"128 km WNW of Aykol, China",5.7,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luuy
2024-01-29 15:37:21.407,"116 km ENE of Barcelona, Philippines",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lunx
2024-01-29 02:11:23.160,"48 km SW of Hualien City, Taiwan",5.1,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lul3
2024-01-28 17:38:56.538,"70 km W of Tarauacá, Brazil",6.5,621.081,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lui3
2024-01-28 07:59:29.184,"11 km W of Ichihara, Japan",5.1,70.051,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lufj
2024-01-28 02:29:49.816,"102 km SSE of Sarangani, Philippines",5.0,163.893,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ludp
2024-01-28 00:13:56.297,"156 km NE of Neiafu, Tonga",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lud6
2024-01-27 17:33:17.652,"south of Java, Indonesia",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lubv
2024-01-27 13:52:48.419,"15 km W of Taxisco, Guatemala",6.1,90.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luai
2024-01-27 13:19:19.465,"4 km S of Özdere, Turkey",5.1,11.291,https://earthquake.usgs.gov/earthquakes/eventpage/us7000luac
2024-01-27 10:15:26.991,"138 km E of Madang, Papua New Guinea",5.4,227.678,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lu9q
2024-01-27 09:36:45.009,"292 km NE of Fais, Micronesia",5.1,43.944,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lu98
2024-01-26 20:46:16.087,"Izu Islands, Japan region",5.4,45.09,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lu1f
2024-01-26 09:57:20.474,"91 km NNE of Lae, Papua New Guinea",5.1,94.358,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltvm
2024-01-26 07:01:02.114,north of Ascension Island,5.5,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltus
2024-01-26 04:01:27.370,"112 km WNW of Aykol, China",5.3,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltth
2024-01-26 02:58:12.789,"67 km SSW of Ollagüe, Chile",5.0,121.034,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltt2
2024-01-26 02:25:12.409,"98 km ESE of Kimbe, Papua New Guinea",5.0,21.238,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltsx
2024-01-26 01:00:43.411,"27 km SSE of Obock, Djibouti",5.4,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lts5
2024-01-25 21:04:06.941,"19 km WNW of Sincik, Turkey",5.0,16.204,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltqd
2024-01-25 20:24:12.531,"89 km NW of Ende, Indonesia",5.6,21.643,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltpz
2024-01-25 06:21:48.970,"127 km W of Aykol, China",5.1,7.536,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltl0
2024-01-24 22:39:19.224,"155 km S of Vanimo, Papua New Guinea",5.0,67.683,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lth2
2024-01-24 22:18:37.018,"25 km ESE of Dannevirke, New Zealand",5.1,10.0,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltgv
2024-01-24 21:49:23.071,"201 km S of Banjar, Indonesia",5.0,22.147,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltgs
2024-01-24 18:28:58.754,south of the Kermadec Islands,5.1,45.386,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltg1
2024-01-24 16:05:10.409,"41 km NE of Calama, Chile",5.3,113.11,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ltf3
